lng,lat,pr
103.63547553502788,36.12374378344813,-114.76944586651908
103.63614157990197,36.12374378344813,-116.17557003235069
103.63680762477607,36.12374378344813,-108.55338988058435
103.63747366965015,36.12374378344813,-120.86823805774623
103.63813971452424,36.12374378344813,-113.91186988896466
103.63880575939834,36.12374378344813,-127.96441675919041
103.63947180427243,36.12374378344813,-129.30200470007532
103.64013784914653,36.12374378344813,-119.87665034171056
103.6408038940206,36.12374378344813,-127.83793141310451
103.6414699388947,36.12374378344813,-117.72086294251744
103.6421359837688,36.12374378344813,-118.96104435660618
103.64280202864289,36.12374378344813,-115.46500836327704
103.64346807351698,36.12374378344813,-120.43517219516816
103.64413411839107,36.12374378344813,-108.27319765608979
103.64480016326516,36.12374378344813,-108.15834154585049
103.64546620813925,36.12374378344813,-110.5693504313167
103.64613225301335,36.12374378344813,-112.90627029016788
103.64679829788744,36.12374378344813,-107.81332348654927
103.64746434276152,36.12374378344813,-108.95996943048112
103.64813038763562,36.12374378344813,-107.5844671309447
103.64879643250971,36.12374378344813,-107.47222904769589
103.6494624773838,36.12374378344813,-107.35639035568184
103.6501285222579,36.12374378344813,-107.74304239182534
103.65079456713198,36.12374378344813,-107.63222459137802
103.65146061200608,36.12374378344813,-107.51777505863895
103.65212665688017,36.12374378344813,-107.90587501999039
103.65279270175427,36.12374378344813,-107.79343345464775
103.65345874662836,36.12374378344813,-107.68359109199089
103.65412479150244,36.12374378344813,-107.57322698174423
103.65479083637653,36.12374378344813,-107.46233614367483
103.65545688125063,36.12374378344813,-107.55091352590098
103.65612292612472,36.12374378344813,-107.44216034516843
103.65678897099882,36.12374378344813,-107.33289573680908
103.6574550158729,36.12374378344813,-108.0263511316036
103.65812106074699,36.12374378344813,-109.56409213002505
103.65878710562109,36.12374378344813,-117.3977823878641
103.65945315049518,36.12374378344813,-119.61134242277572
103.66011919536928,36.12374378344813,-107.59851518002185
103.66078524024336,36.12374378344813,-107.49610833218776
103.66145128511745,36.12374378344813,-107.38992246427763
103.66211732999155,36.12374378344813,-108.03659005119204
103.66278337486564,36.12374378344813,-107.93615147354254
103.66344941973973,36.12374378344813,-108.0852768370255
103.66411546461381,36.12374378344813,-107.98396233878394
103.66478150948791,36.12374378344813,-107.88220412599604
103.665447554362,36.12374378344813,-107.78341240928933
103.6661135992361,36.12374378344813,-112.75328188514322
103.66677964411019,36.12374378344813,-108.34144521110036
103.66744568898427,36.12374378344813,-108.24486354978058
103.66811173385837,36.12374378344813,-108.48683674965939
103.66877777873246,36.12374378344813,-108.30745749148481
103.66944382360656,36.12374378344813,-108.353045791232
103.67010986848065,36.12374378344813,-117.51932636052328
103.67077591335473,36.12374378344813,-109.03053701843373
103.67144195822883,36.12374378344813,-108.94221198702701
103.67210800310292,36.12374378344813,-118.26460485927505
103.67277404797701,36.12374378344813,-119.11006705173065
103.67344009285111,36.12374378344813,-113.65193885966693
103.67410613772519,36.12374378344813,-114.29305034558551
103.67477218259928,36.12374378344813,-117.53321977409934
103.67543822747338,36.12374378344813,-123.79788354277221
103.67610427234747,36.12374378344813,-118.16145445167926
103.67677031722157,36.12374378344813,-109.28159967622273
103.67743636209565,36.12374378344813,-112.89809909852339
103.67810240696974,36.12374378344813,-111.90229499665742
103.67876845184384,36.12374378344813,-110.054703118589
103.67943449671793,36.12374378344813,-109.98472441135873
103.68010054159203,36.12374378344813,-113.21936556121811
103.6807665864661,36.12374378344813,-110.0978422501685
103.6814326313402,36.12374378344813,-113.63295631644766
103.6820986762143,36.12374378344813,-112.84858648232252
103.68276472108839,36.12374378344813,-110.65409397408757
103.68343076596248,36.12374378344813,-110.59415261925163
103.68409681083656,36.12374378344813,-121.04999955028481
103.68476285571066,36.12374378344813,-116.15956060134748
103.68542890058475,36.12374378344813,-116.64017429180726
103.68609494545885,36.12374378344813,-111.3679851477265
103.68676099033294,36.12374378344813,-111.91869066784707
103.68742703520702,36.12374378344813,-111.86929138320507
103.68809308008112,36.12374378344813,-112.21978684720098
103.68875912495521,36.12374378344813,-112.17399654540694
103.6894251698293,36.12374378344813,-112.73194267911772
103.6900912147034,36.12374378344813,-113.09364572833132
103.69075725957748,36.12374378344813,-113.05144604652543
103.69142330445158,36.12374378344813,-113.51686193478403
103.69208934932567,36.12374378344813,-113.48222626906818
103.69275539419976,36.12374378344813,-114.15139560635002
103.69342143907386,36.12374378344813,-114.12052397944413
103.69408748394794,36.12374378344813,-119.59637583463366
103.69475352882203,36.12374378344813,-122.51867228079031
103.69541957369613,36.12374378344813,-115.17646497746175
103.69608561857022,36.12374378344813,-115.82378491563098
103.69675166344432,36.12374378344813,-115.80438867543468
103.6974177083184,36.12374378344813,-116.38886001669003
103.69808375319249,36.12374378344813,-116.37332097261857
103.69874979806659,36.12374378344813,-117.09495986583337
103.69941584294068,36.12374378344813,-117.0871825419844
103.70008188781478,36.12374378344813,-117.87110261397538
103.70074793268886,36.12374378344813,-118.88511167286578
103.70141397756295,36.12374378344813,-118.88122008006178
103.70208002243704,36.12374378344813,-119.73832008006178
103.70274606731114,36.12374378344813,-119.74221167286576
103.70341211218523,36.12374378344813,-120.60320261397538
103.70407815705931,36.12374378344813,-122.0871825419844
103.70474420193341,36.12374378344813,-122.09495986583337
103.7054102468075,36.12374378344813,-123.27332097261856
103.7060762916816,36.12374378344813,-123.28886001669002
103.70674233655569,36.12374378344813,-125.74188867543468
103.70740838142977,36.12374378344813,-125.76128491563098
103.70807442630387,36.12374378344813,-126.98606497746175
103.70874047117796,36.12374378344813,-127.00929973417979
103.70940651605206,36.12374378344813,-128.3378776167871
103.71007256092615,36.12374378344813,-128.75382397944412
103.71073860580023,36.12374378344813,-128.78469560635003
103.71140465067433,36.12374378344813,-128.98222626906818
103.71207069554842,36.12374378344813,-129.01686193478403
103.71273674042251,36.12374378344813,-130.05144604652543
103.71340278529661,36.12374378344813,-130.09364572833132
103.71406883017069,36.12374378344813,-131.1319426791177
103.71473487504478,36.12374378344813,-131.17399654540694
103.71540091991888,36.12374378344813,-131.219786847201
103.71606696479297,36.12374378344813,-130.26929138320506
103.71673300966707,36.12374378344813,-130.31869066784708
103.71739905454115,36.12374378344813,-129.3679851477265
103.71806509941524,36.12374378344813,-129.42095481192288
103.71873114428934,36.12374378344813,-130.22757433823168
103.71939718916343,36.12374378344813,-130.28405622679114
103.72006323403753,36.12374378344813,-129.09415261925164
103.7207292789116,36.12374378344813,-129.15409397408757
103.7213953237857,36.12374378344813,-128.71761268073544
103.7220613686598,36.12374378344813,-128.78095821452587
103.72272741353389,36.12374378344813,-127.9387422501685
103.72339345840798,36.12374378344813,-127.51453430458055
103.72405950328206,36.12374378344813,-127.58472441135874
103.72472554815616,36.12374378344813,-125.85470311858901
103.72539159303025,36.12374378344813,-125.92813792934462
103.72605763790435,36.12374378344813,-125.20499550126385
103.72672368277844,36.12374378344813,-125.28159967622273
103.72738972765252,36.12374378344813,-125.35795211961533
103.72805577252662,36.12374378344813,-125.43767219239493
103.72872181740071,36.12374378344813,-124.51711967502462
103.7293878622748,36.12374378344813,-124.59988896567899
103.7300539071489,36.12374378344813,-124.68236445315566
103.73071995202298,36.12374378344813,-124.76811483724083
103.73138599689707,36.12374378344813,-124.85354991354842
103.73205204177117,36.12374378344813,-124.94221198702701
103.73271808664526,36.12374378344813,-126.62674504859669
103.73338413151936,36.12374378344813,-125.12204026064884
103.73405017639344,36.12374378344813,-125.2131845574187
103.73471622126753,36.12374378344813,-125.30745749148481
103.73538226614163,36.12374378344813,-125.39787874380461
103.73604831101572,36.12374378344813,-125.49486354978058
103.73671435588982,36.12374378344813,-125.59144521110036
103.7373804007639,36.12374378344813,-125.68762706546326
103.73804644563799,36.12374378344813,-125.78341240928933
103.73871249051209,36.12374378344813,-125.88220412599604
103.73937853538618,36.12374378344813,-125.98396233878394
103.74004458026027,36.12374378344813,-126.0852768370255
103.74071062513435,36.12374378344813,-150.08012035482295
103.74137667000845,36.12374378344813,-126.28659005119204
103.74204271488254,36.12374378344813,-126.38992246427763
103.74270875975664,36.12374378344813,-126.49610833218776
103.74337480463073,36.12374378344813,-126.59851518002185
103.74404084950481,36.12374378344813,-126.70375416432903
103.74470689437891,36.12374378344813,-126.81178492010278
103.745372939253,36.12374378344813,-126.91931570705299
103.7460389841271,36.12374378344813,-145.30417276549812
103.74670502900119,36.12374378344813,-131.86843557540206
103.74737107387527,36.12374378344813,-146.0395028030235
103.74803711874937,36.12374378344813,-127.35091352590098
103.74870316362346,36.12374378344813,-137.9270993244074
103.74936920849755,36.12374378344813,-155.49331516231214
103.75003525337165,36.12374378344813,-152.68311671888543
103.75070129824573,36.12374378344813,-148.96638456370601
103.75136734311982,36.12374378344813,-140.41326324659258
103.75203338799392,36.12374378344813,-128.01777505863896
103.75269943286801,36.12374378344813,-128.13222459137802
103.75336547774211,36.12374378344813,-128.24304239182533
103.75403152261619,36.12374378344813,-129.70399799616428
103.75469756749028,36.12374378344813,-148.77059932505674
103.75536361236438,36.12374378344813,-150.274486100051
103.75602965723847,36.12374378344813,-184.78438631257643
103.75669570211257,36.12374378344813,-183.93376854826155
103.75736174698665,36.12374378344813,-176.61842152274554
103.75802779186074,36.12374378344813,-154.7519164759692
